"The ____ model is the basis for today's computers.","a. Leibnitz<br>b. von Neumann<br>c. Pascal<br>d. Charles Babbage<br><br><b>Correct Answer: B</b>"
"5. The ____ layer of the TCP/IP protocol suite is responsible for source-to-destination delivery of the entire message.","a. transport<br>b. network<br>c. data-link<br>d. session<br><br><b>Correct Answer: B</b>"
"6. What is the domain name in the e mail address kayla@nasa.gov?","a. kayla<br>b. kayla@nasa.gov<br>c. nasa.gov<br>d. gov<br><br><b>Correct Answer: C</b>"
"7. Which physical topology uses a hub or switch?","a. bus<br>b. ring<br>c. star<br>d. bus and ring<br><br><b>Correct Answer: C</b>"
"8. IP addresses are currently ____ bits in length.","a. 4<br>b. 8<br>c. 32<br>d. 40<br><br><b>Correct Answer: C</b>"
"9. ____ protocol (s) is one of the protocols in the transport layer.","a. Only TCP<br>b. Only UDP<br>c. Only SCTP<br>d. TCP, UDP, and SCTP<br><br><b>Correct Answer: D</b>"
"10. ____ is a protocol for file transfer.","a. FTP<br>b. SMTP<br>c. TELNET<br>d. HTTP<br><br><b>Correct Answer: A</b>"
"11. ____ is a protocol for e mail services.","a. FTP<br>b. SMTP<br>c. TELNET<br>d. HTTP<br><br><b>Correct Answer: B</b>"
"12. ____ is a protocol for accessing and transferring documents on the WWW.","a. FTP<br>b. SMTP<br>c. TELNET<br>d. HTTP<br><br><b>Correct Answer: D</b>"
"13. Every computer looking to access the Internet would be known as this","a. client<br>b. desktop<br>c. hub<br>d. server<br><br><b>Correct Answer: A</b>"
"14. Identifies company or commercial sites","a. .org<br>b. .com<br>c. .gov<br>d. .edu<br><br><b>Correct Answer: B</b>"
"15. what is indicated when the domain name has only two letters like .us, .uk, .au, .mx, or .ca","a. invalid domain<br>b. private domain<br>c. secure domain<br>d. country domain<br><br><b>Correct Answer: D</b>"
"1. ____ is a program that facilitates the execution of other programs.","a. An operating system<br>b. Hardware<br>c. A queue<br>d. An application program<br><br><b>Correct Answer: A</b>"
"2. ____ supervises the activity of each component in a computer system.","a. An operating system<br>b. Hardware<br>c. A queue<br>d. An application program<br><br><b>Correct Answer: A</b>"
"3. Multi-programming requires a ____ operating-system.","a. batch<br>b. time-sharing<br>c. parallel<br>d. distributed<br><br><b>Correct Answer: B</b>"
"4. ____ is multi-programming with swapping.","a. Partitioning<br>b. Paging<br>c. Demand paging<br>d. Queuing<br><br><b>Correct Answer: C</b>"
"5. ____ is multi-programming without swapping.","a. Partitioning<br>b. Virtual memory<br>c. Demand paging<br>d. Queuing<br><br><b>Correct Answer: A</b>"
"6. In ____ only one program can reside in memory for execution.","a. mono-programming<br>b. multi-programming<br>c. partitioning<br>d. paging<br><br><b>Correct Answer: A</b>"
"7. ____ is a multi-programming method in which multiple programs are entirely in memory with each program occupying a contiguous space.","a. Partitioning<br>b. Paging<br>c. Demand paging<br>d. Demand segmentation<br><br><b>Correct Answer: A</b>"
"8. In paging, a program is divided into equally sized sections called ____.","a. pages<br>b. frames<br>c. segments<br>d. partitions<br><br><b>Correct Answer: A</b>"
"9. In ____, the program can be divided into differently sized sections.","a. partitioning<br>b. paging<br>c. demand paging<br>d. demand segmentation<br><br><b>Correct Answer: D</b>"
"10. In ____, the program can be divided into equally sized sections called pages, but the pages need not be in memory at the same time for execution.","a. partitioning<br>b. paging<br>c. demand paging<br>d. demand segmentation<br><br><b>Correct Answer: C</b>"
"11. A process in the ____ state can go to either the ready, terminated, or waiting states.","a. hold<br>b. virtual<br>c. running<br>d. hold or running<br><br><b>Correct Answer: C</b>"
"12. A process in the ready state goes to the running state when ____.","a. it enters memory<br>b. it requests I/O<br>c. it gets access to the CPU<br>d. it finishes running<br><br><b>Correct Answer: C</b>"
"13. A program becomes a ____ when it is selected by the operating system and brought to the hold state.","a. job<br>b. process<br>c. deadlock<br>d. partition<br><br><b>Correct Answer: A</b>"
"14. Every process is ____.","a. only a job<br>b. only a program<br>c. only a partition<br>d. a job and a program<br><br><b>Correct Answer: D</b>"
"15. The ____ scheduler creates a process from a job and changes a process back to a job.","a. job<br>b. process<br>c. virtual<br>d. queue<br><br><b>Correct Answer: A</b>"
"16. The ____ scheduler moves a process from one process state to another.","a. job<br>b. process<br>c. virtual<br>d. queue<br><br><b>Correct Answer: B</b>"
"17. To prevent ____ an operating system can put resource restrictions on pro-cesses.","a. starvation<br>b. synchronization<br>c. paging<br>d. deadlock<br><br><b>Correct Answer: D</b>"
"18. ____ can occur if a process has too many resource restrictions.","a. Starvation<br>b. Synchronization<br>c. Paging<br>d. Deadlock<br><br><b>Correct Answer: A</b>"
"19. The ____ manager is responsible for archiving and backup.","a. memory<br>b. process<br>c. device<br>d. file<br><br><b>Correct Answer: D</b>"
"20. The ____ manager is responsible for access to I/O devices.","a. memory<br>b. process<br>c. device<br>d. file<br><br><b>Correct Answer: C</b>"
"1. ____ is a step-by-step method for solving a problem or doing a task.","a. A construct<br>b. A recursion<br>c. An iteration<br>d. An algorithm<br><br><b>Correct Answer: D</b>"
"2. There are ____ basic constructs in computer -science.","a. one<br>b. two<br>c. three<br>d. four<br><br><b>Correct Answer: C</b>"
"3. The ____ construct tests a condition.","a. sequence<br>b. decision<br>c. repetition<br><br><b>Correct Answer: B</b>"
"4. The ____ construct uses a set of actions one after another.","a. sequence<br>b. decision<br>c. repetition<br>d. flow<br><br><b>Correct Answer: A</b>"
"5. The ____ construct handles repeated actions.","a. sequence<br>b. decision<br>c. repetition<br>d. flow<br><br><b>Correct Answer: C</b>"
"6. ____ is a pictorial representation of an algorithm.","a. A UML diagram<br>b. A program<br>c. Pseudocode<br>d. An algorithm<br><br><b>Correct Answer: A</b>"
"7. ____ is an English-language-like representation of code.","a. A UML diagram<br>b. A program<br>c. Pseudocode<br>d. An algorithm<br><br><b>Correct Answer: C</b>"
"8. ____ is a basic algorithm that adds a list of numbers.","a. Summation<br>b. Product<br>c. Smallest<br>d. Largest<br><br><b>Correct Answer: A</b>"
"9. ____ is a basic algorithm that multiplies a list of numbers.","a. Summation<br>b. Product<br>c. Smallest<br>d. Largest<br><br><b>Correct Answer: B</b>"
"10. ____ is a basic algorithm that arranges data according to its value.","a. Inquiry<br>b. Sorting<br>c. Searching<br>d. Recursion<br><br><b>Correct Answer: B</b>"
"11. The items are divided into two lists (sorted and unsorted) ____ sort.","a. only in a selection<br>b. only in a bubble<br>c. only in an insertion<br>d. in selection, bubble, or insertion<br><br><b>Correct Answer: D</b>"
"12. In ____ sort, the item that goes into the sorted list is always the first item in the unsorted list.","a. selection<br>b. bubble<br>c. insertion<br>d. every<br><br><b>Correct Answer: C</b>"
"13. In ____ sort, the smallest item from the unsorted list is swapped with the item at the beginning of the unsorted list.","a. selection<br>b. bubble<br>c. insertion<br>d. every<br><br><b>Correct Answer: A</b>"
"14. In ____ sort, the smallest item moves to the beginning of the unsorted list. There is no one-to-one swapping.","a. selection<br>b. bubble<br>c. insertion<br><br><b>Correct Answer: B</b>"
"15. ____ is a basic algorithm in which we want to find the location of a target in a list of items.","a. Sorting<br>b. Searching<br>c. Product<br>d. Summation<br><br><b>Correct Answer: B</b>"
"16. We use a ____ search for an unordered list.","a. sequential<br>b. binary<br>c. bubble<br>d. insertion<br><br><b>Correct Answer: A</b>"
"17. We use a ____ search for an ordered list.","a. sequential<br>b. binary<br>c. bubble<br>d. insertion<br><br><b>Correct Answer: B</b>"
"18. ____ is a process in which an algorithm calls itself.","a. Insertion<br>b. Searching<br>c. Recursion<br>d. Iteration<br><br><b>Correct Answer: C</b>"
"19. What is a linear search?","a. A sequential method for sorting elements within a list.<br>b. A sequential method for sorting and finding an element within a list.<br>c. A sequential method for finding an element within a list.<br>d. A sequential method that reduces the size of a list.<br><br><b>Correct Answer: C</b>"
"20. How many checks will a linear search take to find number 6 in the list? 3, 4, 7, 6, 5, 1","a. 3<br>b. 7<br>c. 5<br>d. 4<br><br><b>Correct Answer: D</b>"
"1. The only language understood by computer hardware is a ____ language.","a. machine<br>b. symbolic<br>c. high-level<br>d. natural<br><br><b>Correct Answer: A</b>"
"2. C, C++, and Java can be classified as ____ languages.","a. machine<br>b. symbolic<br>c. high-level<br>d. natural<br><br><b>Correct Answer: C</b>"
"3. FORTRAN is a(n) ____ language.","a. procedural<br>b. functional<br>c. declarative<br>d. object-oriented<br><br><b>Correct Answer: A</b>"
"4. Pascal is a(n) ____ language.","a. procedural<br>b. functional<br>c. declarative<br>d. object-oriented<br><br><b>Correct Answer: A</b>"
"5. Java is a(n) ____ language.","a. procedural<br>b. functional<br>c. declarative<br>d. object-oriented<br><br><b>Correct Answer: D</b>"
"6. LISP is a(n) ____ language.","a. procedural<br>b. functional<br>c. declarative<br>d. object-oriented<br><br><b>Correct Answer: B</b>"
"7. ____ is a common language in the business -environment.","a. FORTRAN<br>b. C++<br>c. C<br>d. COBOL<br><br><b>Correct Answer: D</b>"
"8. ____ is a popular object-oriented language.","a. FORTRAN<br>b. COBOL<br>c. Java<br>d. LISP<br><br><b>Correct Answer: C</b>"
"9. A ____ program can be either an application or an applet.","a. FORTRAN<br>b. C++<br>c. C<br>d. Java<br><br><b>Correct Answer: D</b>"
"10. LISP and Scheme are both ____ languages.","a. procedural<br>b. functional<br>c. declarative<br>d. object-oriented<br><br><b>Correct Answer: B</b>"
"1. One phase in system development is ____.","a. analysis<br>b. application<br>c. designing<br>d. collecting<br><br><b>Correct Answer: A</b>"
"2. Defining the users, requirements, and methods is part of the ____ phase.","a. analysis<br>b. design<br>c. implementation<br>d. testing<br><br><b>Correct Answer: A</b>"
"3. In the system development process, writing the program is part of the ____ phase.","a. analysis<br>b. design<br>c. implementation<br>d. testing<br><br><b>Correct Answer: C</b>"
"4. In the system development process, structure charts are tools used in the ____ phase.","a. analysis<br>b. design<br>c. implementation<br>d. testing<br><br><b>Correct Answer: B</b>"
"5. Testing a software system can involve ____ testing.","a. black-box<br>b. glass-box<br>c. neither black-box nor glass-box<br>d. both black-box and glass-box<br><br><b>Correct Answer: D</b>"
"6. ____ is the breaking up of a large project into smaller parts.","a. Coupling<br>b. Incrementing<br>c. Obsolescence<br>d. Modularization<br><br><b>Correct Answer: D</b>"
"7. ____ is a measure of how tightly two modules are bound to each other.","a. Modularity<br>b. Coupling<br>c. Interoperability<br>d. Cohesion<br><br><b>Correct Answer: B</b>"
"8. ____ between modules in a software system must be minimized.","a. Coupling<br>b. Cohesion<br>c. Neither coupling nor cohesion<br>d. Both coupling and cohesion<br><br><b>Correct Answer: A</b>"
"9. ____between modules in a software system must be maximized.","a. Coupling<br>b. Cohesion<br>c. Neither coupling nor cohesion<br>d. Both coupling and cohesion<br><br><b>Correct Answer: B</b>"
"10. What is the waterfall model?","a. A phase cannot be started until the previous phase is completed<br>b. A phase can be started until the previous phase is completed<br>c. The development phase begins simultaneously<br>d. The development process starts at the design phase<br><br><b>Correct Answer: A</b>"
"1. A data structure can be ____.","a. only an array<br>b. only a record<br>c. only a linked list<br>d. an array, a record, or a linked list<br><br><b>Correct Answer: D</b>"
"2. An array that consists of just rows and columns is a ____ array.","a. one-dimensional<br>b. two-dimensional<br>c. three-dimensional<br>d. multidimensional<br><br><b>Correct Answer: B</b>"
"3. Each element in a record is called ____.","a. a variable<br>b. an index<br>c. a field<br>d. a node<br><br><b>Correct Answer: C</b>"
"4. All the members of a record must be ____.","a. the same type<br>b. related types<br>c. integer type<br>d. character type<br><br><b>Correct Answer: B</b>"
"5. ____ is an ordered collection of data in which each element contains the location of the next element.","a. An array<br>b. A record<br>c. A linked list<br>d. A file<br><br><b>Correct Answer: C</b>"
"6. In a linked list, each element contains ____.","a. only data<br>b. only a link<br>c. neither data nor a link<br>d. data and a link<br><br><b>Correct Answer: D</b>"
"7. The ____ is a pointer that identifies the next element in the linked list.","a. link<br>b. node<br>c. array<br>d. data<br><br><b>Correct Answer: A</b>"
"8. Given a linked list called children, the pointer variable children identifies ____ element of the linked list.","a. the first<br>b. the second<br>c. the last<br>d. any<br><br><b>Correct Answer: A</b>"
"9. An empty linked list consists of ____.","a. a node<br>b. two nodes<br>c. data and a link<br>d. a null head pointer<br><br><b>Correct Answer: D</b>"
"10. To traverse a list, you need a ____ pointer.","a. null<br>b. walking<br>c. beginning<br>d. insertion<br><br><b>Correct Answer: B</b>"
"1. In an abstract data type, ____.","a. the ADT implementation is known<br>b. the ADT implementation is hidden<br>c. the ADT public operations are hidden<br>d. Nothing is hidden<br><br><b>Correct Answer: B</b>"
"2. A stack is a ____ structure.","a. FIFO<br>b. LIFO<br>c. DIFO<br>d. SIFO<br><br><b>Correct Answer: B</b>"
"3. A(n) ____ list is also known as a queue.","a. LIFO<br>b. FIFO<br>c. unordered<br>d. ordered<br><br><b>Correct Answer: B</b>"
"4. If A is the first data element input into a stack, followed by B, C, and D, then ____ is the first element to be removed.","a. A<br>b. B<br>c. C<br>d. D<br><br><b>Correct Answer: D</b>"
"5. If A is the first data element input into a queue, followed by B, C, and D, then ____ is the first element to be removed.","a. A<br>b. B<br>c. C<br>d. D<br><br><b>Correct Answer: A</b>"
"6. The pop operation ____ of the stack.","a. deletes an item from the top<br>b. deletes an item from the bottom<br>c. inserts an item at the top<br>d. inserts an item at the bottom<br><br><b>Correct Answer: A</b>"
"7. The push operation ____ of the stack.","a. deletes an item from the top<br>b. deletes an item from the bottom<br>c. inserts an item at the top<br>d. inserts an item at the bottom<br><br><b>Correct Answer: C</b>"
"8. In a binary tree, each node has ____ two subtrees.","a. more than<br>b. less than<br>c. at most<br>d. at least<br><br><b>Correct Answer: C</b>"
"9. In preorder traversal of a binary tree, the ____.","a. left subtree is processed first<br>b. right subtree is processed first<br>c. root is processed first<br>d. the root is never processed<br><br><b>Correct Answer: C</b>"
"10. In ____ traversal of a binary tree, the right subtree is processed last.","a. preorder<br>b. inorder<br>c. postorder<br>d. any order<br><br><b>Correct Answer: B</b>"
"12. In postorder traversal of a binary tree, the left subtree is processed ____.","a. first<br>b. second<br>c. last<br>d. after the right subtree<br><br><b>Correct Answer: A</b>"
"14. In an inorder traversal of a binary tree, the root is processed ____.","a. first<br>b. second<br>c. last<br>d. two times<br><br><b>Correct Answer: B</b>"
"15. What is a full binary tree?","a. Each node has exactly zero or two children<br>b. Each node has exactly two children<br>c. All the leaves are at the same level<br>d. Each node has exactly one or two children<br><br><b>Correct Answer: A</b>"
"1. ____ file can be accessed randomly.","a. A sequential<br>b. An indexed<br>c. A hashed<br>d. Any<br><br><b>Correct Answer: D</b>"
"2. ____ file can be accessed sequentially.","a. A sequential<br>b. An indexed<br>c. A hashed<br>d. No<br><br><b>Correct Answer: A</b>"
"3. When a sequential file is updated, the ____ file gets the actual update.","a. new master<br>b. old master<br>c. transaction<br>d. error report<br><br><b>Correct Answer: A</b>"
"4. When a sequential file is updated, the ____ file contains a list of all errors occurring during the update process.","a. new master<br>b. old master<br>c. transaction<br>d. error report<br><br><b>Correct Answer: D</b>"
"5. When a sequential file is updated, the ____ file contains the changes to be applied.","a. new master<br>b. old master<br>c. transaction<br>d. error report<br><br><b>Correct Answer: C</b>"
"6. After a sequential file is updated, the ____ file contains the most current data.","a. new master<br>b. old master<br>c. transaction<br>d. error report<br><br><b>Correct Answer: A</b>"
"7. If the transaction file key is 20 and the first master file key is 25, then we ____.","a. add the new record to the new master file<br>b. revise the contents of the old master file<br>c. delete the data<br>d. write the old master file record to the new master file<br><br><b>Correct Answer: A</b>"
"8. If the transaction file key is 20 with a delete code and the master file key is 20, then we ____.","a. add the transaction to the new master file<br>b. revise the contents of the old master file<br>c. delete the data<br>d. write the old master file record to the new master file<br><br><b>Correct Answer: C</b>"
"9. An indexed file consists of ____.","a. only a sequential data file<br>b. only an index<br>c. only a random data file<br>d. an index and random data file<br><br><b>Correct Answer: D</b>"
"10. The index of an indexed file has ____ fields.","a. two<br>b. three<br>c. four<br>d. any number of<br><br><b>Correct Answer: A</b>"
"11. In the ____ hashing method, selected digits are extracted from the key and used as the address.","a. direct<br>b. division remainder<br>c. modulo division<br>d. digit extraction<br><br><b>Correct Answer: D</b>"
"12. In the ____ hashing method, the key is divided by the file size, and the address is the remainder plus 1.","a. direct<br>b. modulo division<br>c. division remainder<br>d. digit extraction<br><br><b>Correct Answer: B</b>"
"13. In the ____ hashing method, there are no synonyms or collisions.","a. direct<br>b. modulo division<br>c. division remainder<br>d. digit extraction<br><br><b>Correct Answer: A</b>"
"14. ____ are keys that hash to the same location in the data file.","a. Collisions<br>b. Buckets<br>c. Synonyms<br>d. Linked lists<br><br><b>Correct Answer: C</b>"
"15. When a hashing algorithm produces an address for an insertion key and that address is already occupied, it is called a ____.","a. collision<br>b. probe<br>c. synonym<br>d. linked list<br><br><b>Correct Answer: A</b>"
"16. The address produced by a hashing algorithm is the ____ address.","a. probe<br>b. synonym<br>c. collision<br>d. home<br><br><b>Correct Answer: D</b>"
"17. The ____ area is the file area that contains all the home addresses.","a. probe<br>b. linked<br>c. hash<br>d. prime<br><br><b>Correct Answer: D</b>"
